157,80.094,67.202,157,NaN,NaN,157,-37.002,37.84,157,-28.043,36.75,157,-41.565,41.785,157,-36.566,43.095,157,-23.969,45.192,157,NaN,NaN,157,47.751,-66.31,157,12.552,-39.314,157,4.8266,39.865,157,-41.561,35.826,157,54.515,65.978,157,29.712,32.26,157,-9.0464,44.853,157,56.96,41.577,157,13.216,18.301,157,66.946,53.669,157,31.63,-74.236,157,-43.998,42.08,157,-3.4911,52.365,157,-42.222,46.055,157,NaN,NaN,157,7.5192,-3.2816,157,51.526,-17.205,157,36.791,-21.374
156,73.591,61.745,156,NaN,NaN,156,NaN,NaN,156,2.3626,43.694,156,-3.3729,19.573,156,NaN,NaN,156,10.69,54.365,156,-1.4582,5.4377,156,0,0,156,NaN,NaN,156,NaN,NaN,156,-49.976,14.282,156,NaN,NaN,156,-16.443,-39.443,156,0,0,156,0,0,156,-1.9757,1.4214,156,-13.5,21.088,156,-49.38,50.149,156,46.328,-12.193,156,42.842,4.7822,156,NaN,NaN,156,NaN,NaN,156,-36.809,35.828,156,0,0,156,0,0
161,77.678,61.382,161,58.827,-88.212,161,80.094,67.202,161,73.697,53.543,161,-45.743,37.794,161,-2.3081,46.578,161,-43.853,37.565,161,-39.816,33.79,161,-18.248,86.054,161,-19.046,93.159,161,94.905,-49.04,161,-19.955,93.508,161,75.143,57.573,161,77.678,61.382,161,21.714,79.619,161,91.028,-50.611,161,47.055,-54.792,161,75.143,57.573,161,56.191,-82.077,161,38.229,-63.852,161,2.0799,70.688,161,-13.315,90.311,161,-35.578,30.319,161,3.9393,-0.13115,161,-21.353,88.531,161,0,0
163,80.094,67.202,163,0.75438,-32.604,163,-10.388,65.813,163,-51.895,44.186,163,-6.9132,-7.8726,163,11.418,-11.97,163,-55.745,50.856,163,6.8144,82.816,163,-6.0063,86.447,163,-59.005,56.589,163,69.756,-99.42,163,12.373,75.437,163,76.676,59.701,163,13.967,70.979,163,65.191,-94.92,163,95.356,-63.695,163,44.591,-79.388,163,80.43,-94.756,163,94.243,-58.729,163,23.001,70.051,163,59.672,-83.88,163,77.279,-105.25,163,-5.3547,-7.1412,163,79.227,-100.26,163,69.015,-99.348,163,71.223,-98.778
165,79.989,67.114,165,3.1844,85.269,165,-11.875,90.616,165,10.94,82.78,165,-62.873,86.615,165,79.989,67.114,165,18.231,80.597,165,5.8731,84.415,165,NaN,NaN,165,80.601,-101.55,165,NaN,NaN,165,73.196,-101.21,165,NaN,NaN,165,75.77,-92.821,165,NaN,NaN,165,-77.518,54.422,165,93.904,-45.267,165,NaN,NaN,165,79.989,67.114,165,90.473,-31.213,165,NaN,NaN,165,92.351,-71.746,165,-28.615,-32.736,165,NaN,NaN,165,-21.438,92.785,165,79.989,67.114
166,67.895,50.205,166,3.8297,41.789,166,18.92,-52.207,166,47.018,-72.15,166,2.0946,31.151,166,-49.933,41.691,166,-51.318,50.942,166,43.448,46.687,166,-1.8504e-14,0,166,-2.875,34.671,166,27.467,-7.7235,166,-5.0881,12.871,166,7.4372,51.227,166,7.2566,-3.2037,166,0,0,166,12.513,54.942,166,68.332,-58.262,166,24.38,-0.52664,166,-20.685,71.461,166,5.3056,39.233,166,14.294,-35.637,166,-29.004,57.168,166,46.242,26.854,166,60.713,-56.973,166,-41.433,35.041,166,61.36,47.603
167,80.094,67.202,167,26.975,-65.392,167,23.158,-4.7816,167,80.094,67.202,167,-45.296,33.764,167,-34.465,25.027,167,16.46,47.5,167,-39.256,39.371,167,NaN,NaN,167,8.8418,-19.693,167,52.397,-46.712,167,-2.8435,27.495,167,-1.1994,43.37,167,-2.2853,53.679,167,-2.4568,8.9445,167,28.53,-12.149,167,0.074073,53.88,167,-33.852,30.419,167,-5.1118,-12.088,167,-34.049,29.899,167,-12.217,81.152,167,-7.3137,48.579,167,-2.535,58.795,167,-0.024853,-0.96659,167,-11.986,60.034,167,-4.0573,60.233
169,-6.5831,-11.88,169,3.0268,25.14,169,51.163,-27.475,169,-49.055,49.365,169,11.708,-47.467,169,17.186,-22.012,169,55.344,-33.309,169,18.326,67.455,169,-17.187,78.733,169,-61.744,61.98,169,15.041,-34.264,169,-21.426,18.915,169,51.5,29.527,169,18.949,65.633,169,-4.4372,11.241,169,-16.088,6.6775,169,17.494,-19.757,169,-45.5,30.118,169,12.134,-6.3756,169,-16.079,77.528,169,-7.0076,-6.3222,169,-20.279,12.559,169,-4.0511,-14.375,169,43.849,-46.389,169,-5.7269,-8.6708,169,4.4381,28.228
174,-4.8055,-19.225,174,22.995,-8.715,174,0,0,174,1.8711,-2.9359,174,-35.073,20.675,174,-51.255,38.964,174,-1.1764,-36.125,174,-3.5782,3.6708,174,1.1856,-1.4256,174,0.12773,0.30918,174,6.5407,42.878,174,-2.2903,3.2834,174,50.438,31.466,174,4.9509,52.311,174,17.618,-32.837,174,46.633,27.47,174,26.688,-30.7,174,73.388,51.454,174,-20.916,92.894,174,-1.594,1.1766,174,31.103,-41.49,174,24.788,-29.681,174,-2.6758,50.916,174,0.24081,1.8952,174,1.3085,0.23686,174,0.9377,55.765
175,76.506,61.914,175,49.199,-67.74,175,-23.07,86.477,175,-47.748,29.775,175,-12.378,44.639,175,-14.649,-0.91762,175,-11.089,58.447,175,NaN,NaN,175,NaN,NaN,175,-52.595,29.018,175,-1.0813,41.06,175,NaN,NaN,175,NaN,NaN,175,NaN,NaN,175,59.516,-59.111,175,-7.6095,70.963,175,-18.449,0.9176,175,-53.12,43.566,175,NaN,NaN,175,-0.4766,51.947,175,-43.95,28.432,175,NaN,NaN,175,NaN,NaN,175,NaN,NaN,175,-50.344,32.316,175,-0.025333,53.347
178,-1.5363,4.7315,178,38.51,-64.123,178,-13.739,52.417,178,16.141,40.902,178,-58.756,59.075,178,-12.841,49.176,178,-48.759,48.036,178,10.896,34.695,178,-10.193,48.809,178,30.439,-21.813,178,27.676,32.738,178,-13.913,-23.913,178,0,0,178,18.366,-14.829,178,1.6198,-6.4423,178,0,0,178,45.812,-35.235,178,45.906,42.729,178,27.504,-52.564,178,20.046,28.584,178,-8.8462,25.153,178,26.829,-14.479,178,13.354,-29.179,178,NaN,NaN,178,36.783,-32.126,178,0,0
180,80.094,67.202,180,-47.227,35.182,180,-10.817,77.578,180,-0.42716,79.568,180,59.194,-89.195,180,-3.4416,-45.298,180,-0.62463,9.0255,180,-12.937,-10.809,180,-20.75,93.596,180,-5.8274,88.525,180,49.654,73.76,180,-8.3213,28.795,180,-45.541,44.668,180,-2.8696,22.072,180,-14.421,-6.8278,180,-20.484,20.406,180,-11.797,22.561,180,57.761,47.95,180,16.301,56.216,180,-0.2518,24.722,180,-11.527,23.202,180,-34.804,36.295,180,-16.488,-7.4568,180,-43.158,6.9553,180,-17.503,84.842,180,1.9377,-14.915
183,54.927,44.906,183,-0.46779,1.5734,183,0.60086,-2.3599,183,-0.29162,-0.26821,183,-20.331,50.872,183,0.7472,-1.8838,183,0.75311,-2.1844,183,0.45855,-0.85211,183,37.587,-60.013,183,NaN,NaN,183,NaN,NaN,183,-0.5191,0.37198,183,NaN,NaN,183,NaN,NaN,183,-48.281,31.689,183,1.9977,-1.8875,183,-1.594,1.1766,183,-2.1046,2.6904,183,0.97538,-2.4763,183,0.18713,1.0703,183,-4.0071,75.797,183,0.27073,-1.4872,183,0.21992,-2.3953,183,NaN,NaN,183,32.834,76.386,183,0.52969,-1.4185
185,0,0,185,0.95333,60.459,185,-51.208,35.977,185,4.8509,65.875,185,4.6544,60.526,185,40.994,-33.315,185,NaN,NaN,185,NaN,NaN,185,0,0,185,NaN,NaN,185,1.4362,62.306,185,-20.344,83.858,185,80.094,67.202,185,-17.876,93.029,185,NaN,NaN,185,49.928,24.018,185,2.7216,57.52,185,0,0,185,-83.688,75.087,185,45.2,-82.301,185,NaN,NaN,185,1.1958,48.622,185,0.70165,48.439,185,0.14222,-0.38559,185,41.134,-33.324,185,0.13275,77.069
191,80.094,67.202,191,74.123,-103.41,191,-15.143,91.979,191,52.815,-35.998,191,-20.465,93.931,191,23.25,79.167,191,-56.929,54.386,191,6.8267,42.883,191,0,0,191,70.918,-48.8,191,0,0,191,1.7738,16.857,191,11.612,39.904,191,-45.805,43.02,191,-2.2241,1.5272,191,17.78,62.841,191,74.54,-56.059,191,59.323,-42.534,191,-53.276,50.885,191,-17.702,92.639,191,0,0,191,51.488,-33.091,191,-59.351,59.471,191,0,0,191,-16.541,92.511,191,0,0
197,-40.025,35.471,197,-4.6535,22.081,197,-1.4006,17.823,197,8.8131,-15.435,197,-10.344,36.603,197,-5.7738,22.487,197,-47.57,42.52,197,-6.5887,21.734,197,0,0,197,43.844,-38.075,197,-2.4345,43.788,197,7.7961,2.7526,197,36.305,17.881,197,-3.0537,39.088,197,-1.0571,0.75945,197,-8.1611,17.542,197,-2.6061,1.8764,197,25.613,12.939,197,-10.251,-2.9008,197,-3.9847,17.683,197,29.701,-37.567,197,-10.761,38.471,197,-2.4304,2.9185,197,3.3492,0.20717,197,-8.0661,28.682,197,-5.3388,88.343
200,79.989,67.114,200,-1.0372,-56.017,200,-22.536,93.999,200,47.438,-89.214,200,-75.662,84.526,200,-74.386,71.22,200,-79.581,78.855,200,-27.954,92.964,200,NaN,NaN,200,-3.1482,-54.208,200,3.8583,85.055,200,-52.827,-5.8726,200,-44.233,-17.614,200,-48.909,88.905,200,NaN,NaN,200,97.631,-61.619,200,79.839,-59.991,200,1.4461,85.864,200,NaN,NaN,200,79.989,67.114,200,NaN,NaN,200,NaN,NaN,200,NaN,NaN,200,NaN,NaN,200,-22.903,93.918,200,NaN,NaN
202,73.421,50.936,202,50.514,-75.604,202,-13.66,46.867,202,-3.6376,80.85,202,-45.946,48.726,202,23.866,-11.347,202,-1.7662,55.79,202,3.3675,37.075,202,-13.793,40.437,202,78.106,-18.946,202,44.381,-59.309,202,-18.238,49.84,202,35.988,-55.885,202,7.9199,-7.584,202,-13.602,61.012,202,19.065,-7.0285,202,15.289,-1.054,202,68.202,57.222,202,12.071,-9.4028,202,5.9308,38.326,202,8.6876,-12.146,202,20.26,-12.933,202,21.38,-38.873,202,29.782,-47.606,202,12.234,0.24708,202,11.576,17.434
204,49.007,26.155,204,-6.2219,68.935,204,-3.2356,65.484,204,1.8504e-14,0,204,49.69,25.58,204,-9.0315,0.1302,204,-8.9755,50.338,204,73.219,-7.918,204,-4.8942,10.187,204,64.783,38.706,204,74.821,57.871,204,17.608,-26.867,204,6.8749,72.247,204,1.0739,30.664,204,11.714,69.996,204,70.236,-64.719,204,-16.036,63.26,204,1.8396,34.278,204,-14.43,12.511,204,72.904,53.247,204,0,0,204,-3.7822,29.002,204,-21.984,26.529,204,0,0,204,0,0,204,-20.369,63.094
211,37.503,16.574,211,1.0015,-27.583,211,-2.4871,17.327,211,4.0013,26.434,211,-20.983,11.958,211,-2.0299,8.9667,211,-0.05464,10.668,211,41.153,18.623,211,1.8504e-14,0,211,18.261,-13.875,211,21.56,-16.268,211,-8.068,24.222,211,5.2215,-1.1512,211,-2.253,-17.819,211,-0.17866,1.5799,211,-2.9015,10.917,211,20.436,-15.903,211,-12.885,-16.294,211,4.4414,-3.5513,211,-1.4617,19.508,211,11.428,-11.53,211,13.056,-13.326,211,23.382,-27.537,211,12.437,-10.171,211,-8.7528,29.68,211,20.578,-10.519
220,79.989,67.113,220,80.094,67.202,220,6.1695,64.239,220,-17.6,57.82,220,-14.498,39.279,220,-23.417,59.76,220,-2.8533,63.902,220,-38.798,6.6175,220,0.30593,-1.4335,220,-51.836,41.436,220,-44.475,31.853,220,-0.54737,-45.341,220,-46.316,49.907,220,-73.536,67.467,220,-0.70137,32.649,220,-0.19184,70.806,220,13.187,75.04,220,8.522,78.39,220,54.96,14.456,220,48.608,-51.484,220,45.56,-44.842,220,85.925,-54.983,220,60.064,-44.643,220,6.5502,-24.092,220,-28.242,-32.976,220,84.218,-59.948
222,41.257,64.583,222,58.829,-90.244,222,-14.798,87.781,222,11.185,38.56,222,1.5322,-32.441,222,15.741,-13.338,222,18.478,-15.44,222,7.9427,-16.059,222,0,0,222,14.746,-8.9066,222,-6.8803,79.819,222,-66.385,34.529,222,5.6582,26.13,222,1.3037,26.7,222,0,0,222,21.911,-12.935,222,15.047,-10.897,222,80.202,51.944,222,79.424,65.23,222,-6.183,87.632,222,7.7374,-9.2769,222,3.1813,28.7,222,8.0475,-3.7081,222,7.2363,-6.1451,222,-20.912,92.139,222,4.2023,-8.4546
225,41.611,-14.568,225,1.6403,-5.1562,225,-43.45,-6.2218,225,53.555,-47.452,225,-81.467,79.648,225,-24.742,89.108,225,-43.791,17.565,225,63.939,-12.686,225,-5.1065,-10.405,225,40.381,-66.066,225,59.593,-57.601,225,20.618,-20.112,225,-2.1765,28.217,225,2.7549,51.289,225,4.6259e-15,0,225,-56.187,48.273,225,-46.561,11.011,225,80.263,-62.732,225,-12.651,34.897,225,-11.235,29.203,225,-26.018,-20.411,225,19.813,20.702,225,-38.868,35.988,225,-8.3814,-35.206,225,-8.9684,25.458,225,2.4845,24.949
227,72.409,48.611,227,56.56,42.56,227,-16.38,79.149,227,-3.2425,-30.323,227,42.761,-18.074,227,-8.074,-26.825,227,-57.819,61.032,227,5.6845,52.749,227,-1.9286,3.1914,227,24.252,33.007,227,-16.688,82.246,227,-16.759,75.149,227,51.4,33.695,227,52.473,30.335,227,NaN,NaN,227,10.37,50.924,227,NaN,NaN,227,70.457,-48.761,227,-4.6191,-28.593,227,-14.879,83.988,227,7.2121,35.392,227,-13.032,81.936,227,NaN,NaN,227,NaN,NaN,227,-11.119,34.855,227,NaN,NaN
230,67.603,38.111,230,44.645,-22.362,230,68.753,-55.341,230,-4.9612,31.865,230,22.447,52.714,230,-57.823,64.57,230,46.496,-44.356,230,58.891,-86.771,230,38.78,-73.903,230,49.619,-82.477,230,-8.3751,41.721,230,-8.1479,38.161,230,-5.7682,37.55,230,-3.4716,29.746,230,-0.34294,1.5887,230,55.87,-51.276,230,51.859,-50.238,230,-60.264,60.279,230,-22.848,69.734,230,46.429,-78.391,230,2.3384,74.699,230,-12.328,11.707,230,-7.9392,5.6774,230,1.7369,-0.045097,230,0.043863,-0.73462,230,-17.089,82.457
232,46.968,-74.666,232,4.7368,7.0779,232,-0.74934,0.53755,232,5.8405,2.9627,232,-48.181,52.52,232,-51.61,44.058,232,6.8981,5.3818,232,-12.332,38.429,232,0,0,232,28.201,-59.662,232,2.8516,3.6226,232,-13.403,56.972,232,-4.2522,64.824,232,3.4607,58.612,232,37.261,-63.312,232,-44.597,24.176,232,40.164,-70.017,232,-1.2389,23.589,232,0,0,232,2.1742,3.0338,232,61.621,39.099,232,0,0,232,-5.3012,58.205,232,35.163,18.798,232,0,0,232,-48.128,27.03
234,-10.894,65.929,234,46.63,21.867,234,-35.689,-10.629,234,-23.58,15.412,234,-6.712,-23.087,234,-9.3758,-19.657,234,-27.99,13.088,234,-23.011,15.425,234,-17.147,3.8853,234,-21.186,13.143,234,62.985,-42.152,234,20.23,-5.5567,234,47.588,22.564,234,-10.804,38.849,234,0.83375,-1.0758,234,-66.32,55.621,234,0.041586,-0.48607,234,57.607,-95.641,234,80.024,67.143,234,27.282,-3.6268,234,0.14698,-0.39786,234,-32.47,-5.3001,234,28.968,-18.435,234,-10.564,-15.485,234,59.047,-42.563,234,-11.852,-5.8007
